SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Sep 13 11:03:48 EDT 2022
User: Laboratoire
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: FLMT00174
Integration Time (usec): 3000 (FLMT00174)
Spectra Averaged: 25 (FLMT00174)
Boxcar Smoothing: 0 (FLMT00174)
Correct for Electrical Dark: No (FLMT00174)
Strobe/Lamp Enabled: No (FLMT00174)
Correct for Detector Non-linearity: No (FLMT00174)
Correct for Stray Light: No (FLMT00174)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345,74	3052,05
345,96	3052,05
346,18	3052,05
346,39	3075,07
346,61	3075,72
346,83	3073,26
347,05	3067,53
347,27	3089,65
347,49	3059,83
347,71	3076,29
347,93	3068,43
348,15	3081,13
348,36	3075,64
348,58	3077,69
348,80	3062,45
349,02	3080,64
349,24	3075,39
349,46	3081,95
349,68	3068,68
349,90	3069,74
350,11	3087,11
350,33	3098,58
350,55	3077,85
350,77	3069,41
350,99	3083,34
351,21	3090,55
351,43	3078,26
351,65	3073,51
351,86	3059,83
352,08	3081,29
352,30	3071,13
352,52	3074,82
352,74	3064,01
352,96	3075,72
353,18	3069,33
353,39	3083,01
353,61	3065,89
353,83	3076,13
354,05	3084,90
354,27	3082,27
354,49	3061,63
354,70	3083,01
354,92	3080,55
355,14	3084,00
355,36	3065,48
355,58	3091,29
355,80	3066,38
356,02	3083,01
356,23	3069,50
356,45	3054,75
356,67	3081,21
356,89	3087,93
357,11	3069,58
357,33	3065,48
357,54	3074,33
357,76	3072,44
357,98	3062,70
358,20	3077,03
358,42	3081,95
358,63	3082,52
358,85	3066,14
359,07	3081,13
359,29	3088,42
359,51	3088,42
359,73	3053,36
359,94	3083,01
360,16	3077,69
360,38	3078,59
360,60	3078,10
360,82	3093,91
361,03	3081,46
361,25	3062,45
361,47	3075,39
361,69	3090,22
361,91	3076,29
362,12	3080,47
362,34	3075,23
362,56	3089,07
362,78	3067,37
363,00	3075,31
363,21	3072,28
363,43	3074,57
363,65	3066,14
363,87	3080,31
364,09	3078,51
364,30	3075,39
364,52	3074,49
364,74	3079,82
364,96	3073,18
365,17	3074,74
365,39	3070,15
365,61	3074,08
365,83	3054,50
366,05	3070,40
366,26	3080,80
366,48	3075,80
366,70	3075,15
366,92	3090,96
367,13	3080,72
367,35	3097,18
367,57	3068,02
367,79	3074,82
368,01	3075,64
368,22	3088,66
368,44	3064,25
368,66	3088,83
368,88	3086,21
369,09	3080,23
369,31	3080,88
369,53	3095,22
369,75	3067,94
369,96	3076,46
370,18	3076,87
370,40	3078,75
370,62	3067,61
370,83	3066,46
371,05	3070,15
371,27	3086,21
371,49	3069,99
371,70	3080,64
371,92	3091,12
372,14	3084,32
372,36	3072,77
372,57	3090,30
372,79	3072,20
373,01	3069,00
373,22	3068,43
373,44	3087,27
373,66	3061,47
373,88	3082,03
374,09	3075,15
374,31	3078,67
374,53	3078,02
374,75	3067,69
374,96	3069,50
375,18	3080,80
375,40	3074,41
375,61	3061,71
375,83	3074,98
376,05	3079,41
376,27	3067,78
376,48	3075,89
376,70	3068,02
376,92	3075,97
377,13	3065,89
377,35	3084,57
377,57	3061,63
377,79	3075,89
378,00	3068,27
378,22	3082,44
378,44	3074,90
378,65	3070,97
378,87	3078,02
379,09	3079,82
379,30	3070,23
379,52	3086,62
379,74	3066,22
379,96	3080,80
380,17	3064,58
380,39	3083,50
380,61	3077,61
380,82	3078,92
381,04	3065,56
381,26	3076,95
381,47	3077,77
381,69	3078,18
381,91	3076,54
382,12	3081,46
382,34	3062,70
382,56	3077,03
382,77	3074,16
382,99	3089,65
383,21	3091,94
383,42	3083,01
383,64	3078,02
383,86	3077,20
384,07	3068,76
384,29	3077,44
384,51	3081,78
384,72	3076,79
384,94	3074,66
385,16	3066,79
385,37	3073,84
385,59	3081,37
385,81	3081,70
386,02	3072,61
386,24	3082,77
386,46	3086,53
386,67	3077,77
386,89	3094,15
387,11	3085,47
387,32	3077,36
387,54	3079,24
387,76	3080,23
387,97	3078,18
388,19	3087,85
388,40	3056,55
388,62	3087,19
388,84	3072,94
389,05	3082,68
389,27	3059,83
389,49	3074,41
389,70	3069,82
389,92	3073,02
390,14	3077,69
390,35	3077,85
390,57	3063,11
390,78	3083,01
391,00	3075,64
391,22	3086,78
391,43	3084,65
391,65	3076,29
391,86	3062,20
392,08	3065,32
392,30	3056,39
392,51	3091,94
392,73	3072,44
392,95	3085,96
393,16	3054,83
393,38	3074,90
393,59	3083,91
393,81	3090,06
394,03	3075,56
394,24	3080,64
394,46	3085,14
394,67	3082,52
394,89	3080,47
395,11	3088,01
395,32	3074,66
395,54	3086,29
395,75	3089,89
395,97	3072,85
396,19	3067,53
396,40	3080,80
396,62	3076,05
396,83	3082,27
397,05	3070,40
397,26	3063,52
397,48	3054,18
397,70	3078,26
397,91	3077,44
398,13	3074,41
398,34	3059,26
398,56	3080,64
398,78	3054,42
398,99	3084,08
399,21	3068,51
399,42	3085,14
399,64	3067,69
399,85	3082,68
400,07	3077,52
400,29	3100,87
400,50	3079,24
400,72	3077,52
400,93	3059,58
401,15	3080,06
401,36	3078,59
401,58	3094,40
401,79	3069,25
402,01	3075,15
402,23	3076,95
402,44	3083,09
402,66	3088,01
402,87	3089,40
403,09	3079,16
403,30	3068,59
403,52	3073,10
403,73	3081,54
403,95	3069,50
404,16	3088,42
404,38	3067,04
404,60	3082,19
404,81	3069,91
405,03	3075,80
405,24	3071,79
405,46	3079,82
405,67	3068,35
405,89	3088,01
406,10	3065,32
406,32	3073,35
406,53	3095,22
406,75	3093,91
406,96	3067,12
407,18	3075,31
407,39	3066,79
407,61	3098,17
407,82	3097,68
408,04	3079,57
408,25	3063,02
408,47	3078,59
408,68	3074,66
408,90	3095,79
409,12	3077,11
409,33	3094,97
409,55	3078,67
409,76	3076,79
409,98	3081,21
410,19	3090,71
410,41	3073,35
410,62	3081,29
410,84	3071,54
411,05	3086,62
411,27	3083,42
411,48	3093,17
411,70	3084,90
411,91	3094,97
412,12	3089,07
412,34	3087,76
412,55	3071,38
412,77	3087,85
412,98	3091,20
413,20	3070,40
413,41	3081,95
413,63	3090,79
413,84	3079,82
414,06	3091,45
414,27	3080,72
414,49	3087,52
414,70	3083,09
414,92	3083,83
415,13	3079,16
415,35	3089,07
415,56	3087,35
415,78	3089,16
415,99	3083,26
416,21	3089,48
416,42	3084,65
416,63	3104,64
416,85	3093,42
417,06	3085,96
417,28	3094,73
417,49	3099,23
417,71	3104,88
417,92	3082,11
418,14	3080,80
418,35	3117,75
418,57	3091,70
418,78	3105,05
418,99	3091,20
419,21	3103,74
419,42	3076,87
419,64	3101,61
419,85	3080,47
420,07	3096,12
420,28	3087,60
420,50	3106,03
420,71	3075,97
420,92	3095,55
421,14	3091,53
421,35	3098,09
421,57	3074,41
421,78	3099,81
422,00	3055,32
422,21	3099,07
422,42	3082,36
422,64	3098,17
422,85	3095,63
423,07	3113,49
423,28	3090,22
423,50	3097,02
423,71	3103,25
423,92	3094,64
424,14	3089,81
424,35	3087,60
424,57	3091,94
424,78	3099,72
424,99	3090,71
425,21	3108,00
425,42	3093,09
425,64	3104,97
425,85	3092,35
426,06	3113,57
426,28	3093,42
426,49	3099,56
426,71	3118,65
426,92	3130,03
427,13	3103,82
427,35	3125,12
427,56	3093,91
427,78	3116,68
427,99	3111,52
428,20	3122,01
428,42	3109,72
428,63	3124,22
428,84	3110,29
429,06	3142,32
429,27	3107,75
429,49	3112,67
429,70	3118,48
429,91	3134,54
430,13	3113,98
430,34	3124,05
430,56	3126,59
430,77	3133,72
430,98	3128,72
431,20	3144,21
431,41	3144,86
431,62	3154,12
431,84	3135,52
432,05	3157,72
432,26	3141,50
432,48	3155,10
432,69	3143,06
432,91	3157,56
433,12	3163,13
433,33	3172,47
433,55	3161,82
433,76	3173,04
433,97	3165,42
434,19	3184,76
434,40	3178,37
434,61	3193,77
434,83	3166,98
435,04	3193,52
435,25	3204,25
435,47	3202,45
435,68	3183,44
435,89	3231,78
436,11	3205,81
436,32	3221,05
436,53	3214,66
436,75	3240,95
436,96	3217,60
437,17	3238,66
437,39	3209,99
437,60	3275,60
437,81	3237,10
438,03	3256,35
438,24	3248,57
438,45	3298,46
438,67	3270,69
438,88	3308,37
439,09	3303,54
439,31	3306,24
439,52	3312,06
439,73	3331,39
439,94	3263,15
440,16	3321,89
440,37	3305,18
440,58	3354,08
440,80	3341,71
441,01	3371,86
441,22	3407,74
441,44	3421,66
441,65	3363,09
441,86	3421,17
442,08	3390,62
442,29	3452,06
442,50	3416,26
442,71	3464,34
442,93	3438,46
443,14	3467,21
443,35	3459,18
443,57	3474,17
443,78	3466,64
443,99	3581,98
444,20	3464,92
444,42	3548,72
444,63	3516,94
444,84	3585,75
445,06	3582,14
445,27	3616,55
445,48	3519,39
445,69	3651,94
445,91	3580,10
446,12	3609,50
